county,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28
IL-DuPage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,26,45,54,54,65,79,95,103,131,131,199,202,274,320,356,392,448,500,590,656,715,795,875,943,1008,1048,1162,1223,1312,1386,1463,1560,1642,1695,1761,1864,1947,2047,2219,2311,2443,2628,2736,2870,3081,3256,3432,3611,3803,3918,4056,4213,4374,4493,4603,4745,5121,5244,5453,5634,5780,5904,6076,6171,6308,6471,6744,6891,7060,7207,7290,7350,7460,7543,7620,7707,7765,7818,7891,7939,7997,8046,8111,8157,8215,8255,8311,8355,8389,8434,8465,8495,8546,8574,8609,8646,8682,8715,8736,8780,8825,8879,8919,8951,8993,9032,9083,9145,9192,9267,9311,9364,9392,9454,9502,9571,9641,9719,9794,9810,9867,9917,10013,10107,10196,10317,10414,10531,10627,10701,10771,10875,10953,11005,11084,11177,11267,11380,11470,11558,11689,11804,11926,12021,12155,12233,12312,12427,12511,12592,12693,12815,12892,13032,13151,13289,13410,13530,13686,13778,13909,14001,14103,14200,14299,14398,14493,14615,14679,14770,14840,15109,15247,15322,15385,15499,15592,15704,15826,15938,16022,16123,16209,16304,16374,16488,16622,16694,16799,16883,16955,17091,17253,17393,17471,17589,17690,17786,17873,18021,18129,18209,18305,18414,18583,18788,18985,19156,19310,19467,19640,19767,19967,20277,20477,20724,20947,21231,21470,21776,22100,22546,22783,23099,23408,23780,24240,24696,25201,25681,26065,26512,27065,27584,28834,29541,30244,30977,31830,32487,33102,33851,34607,35284,35878,36941,37632,38670,39547,40314,41006,41602,42201,42881,43513,44035,44656,45087,45446,47179,47742,48499,49311,49976,50484,51051,51672,52300,52882,53456,54080,54533,55013,55495,55941,56512,56881,57421,57784,58048,58402,58741,59212,59577,59758,60077,60473
IL-Kane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,4,4,4,6,6,8,13,18,24,38,38,75,90,100,113,128,142,154,176,207,220,234,255,296,318,339,376,403,421,448,463,490,538,582,605,638,684,764,863,962,1049,1109,1185,1308,1412,1526,1677,1803,1935,2115,2206,2331,2498,2668,2818,3003,3126,3592,3744,3995,4159,4263,4396,4584,4682,4813,4981,5327,5484,5645,5761,5866,5947,6083,6188,6259,6338,6404,6467,6518,6581,6672,6734,6787,6850,6897,6948,6992,7030,7055,7096,7128,7167,7202,7233,7274,7331,7399,7430,7457,7496,7529,7582,7604,7626,7674,7703,7733,7764,7796,7819,7856,7877,7909,7949,7971,8028,8078,8107,8137,8151,8218,8262,8291,8345,8361,8406,8433,8481,8544,8613,8665,8714,8782,8820,8884,8964,9069,9138,9200,9239,9336,9417,9509,9629,9710,9759,9803,9878,9948,10027,10100,10157,10184,10314,10384,10466,10516,10620,10702,10759,10796,10857,10956,11002,11052,11099,11155,11204,11285,11354,11395,11552,11660,11689,11735,11761,11826,11888,11965,12034,12081,12135,12194,12280,12372,12444,12554,12616,12657,12716,12790,12889,12974,13065,13092,13159,13182,13285,13344,13399,13469,13523,13602,13655,13756,13846,13974,14065,14131,14278,14436,14558,14702,14925,15091,15234,15422,15616,15802,16038,16211,16453,16621,16903,17098,17421,17738,18030,18390,18650,18972,19337,19699,20127,21195,21780,22192,22579,23179,23798,24292,24890,25278,25712,26105,26656,26982,27663,28225,28832,29240,29562,29870,30350,30756,31136,31493,31767,31955,32533,32910,33273,33695,34125,34411,34854,35176,35489,35872,36193,36498,36780,37161,37534,37747,38080,38407,38694,38997,39186,39429,39712,39970,40196,40356,40532,40678
IL-Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,7,18,37,37,63,69,96,111,139,139,230,241,300,343,389,477,540,608,683,742,815,923,1041,1124,1230,1331,1445,1516,1621,1711,1767,1914,2073,2162,2216,2287,2379,2540,2717,2879,2990,3080,3192,3382,3509,3766,3975,4161,4252,4370,4529,4762,4985,5199,5245,5323,5662,5758,5992,6157,6382,6489,6645,6709,6905,7128,7291,7465,7615,7723,7767,7845,7933,8063,8238,8331,8408,8450,8511,8584,8647,8690,8768,8808,8861,8886,8934,8980,9033,9076,9109,9133,9154,9207,9242,9279,9326,9356,9404,9447,9514,9553,9608,9644,9695,9719,9752,9811,9864,9919,9954,10007,10039,10104,10175,10253,10318,10378,10422,10464,10561,10653,10707,10767,10818,10896,10963,11079,11159,11260,11366,11448,11523,11608,11649,11752,11855,11952,11982,12089,12223,12315,12376,12491,12617,12670,12741,12852,12939,13047,13144,13231,13282,13375,13485,13591,13668,13741,13808,13857,13937,14027,14172,14223,14379,14455,14522,14594,14639,14697,14767,15006,15151,15192,15250,15349,15379,15472,15583,15700,15776,15818,15888,15999,16040,16175,16285,16299,16405,16489,16545,16636,16733,16794,16892,16953,16992,17151,17246,17383,17468,17520,17606,17691,17794,17932,18034,18141,18251,18366,18521,18633,18859,19077,19252,19438,19546,19714,19856,20042,20157,20485,20630,20815,21010,21373,21608,21819,22278,22618,22817,23177,23652,24105,25124,25758,26144,26541,27189,27920,28602,29497,30031,30532,31079,31753,32063,32825,33260,33841,34159,34539,34915,35460,36001,36375,36845,37299,37596,38073,38638,39051,39563,39927,40293,40932,41303,41667,42110,42410,42727,43088,43437,43764,44099,44533,44858,45168,45431,45653,45936,46271,46551,46833,46940,47101,47325
IL-Will,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,9,9,12,21,24,28,40,40,104,127,182,223,228,322,384,455,582,648,697,840,914,1010,1077,1126,1228,1283,1350,1433,1494,1566,1603,1643,1692,1736,1820,1885,2009,2060,2126,2173,2254,2369,2492,2617,2796,2868,3066,3150,3332,3434,3561,3636,3684,3740,3896,3973,4090,4277,4312,4388,4455,4560,4694,4797,4929,5012,5117,5188,5238,5279,5356,5442,5510,5566,5613,5649,5704,5742,5799,5858,5890,5917,5961,6011,6051,6086,6106,6140,6158,6191,6222,6256,6284,6317,6367,6398,6433,6459,6493,6542,6577,6608,6635,6686,6744,6793,6839,6883,6923,6957,6996,7061,7120,7171,7223,7278,7340,7382,7436,7476,7542,7592,7652,7687,7762,7845,7925,7977,8024,8101,8148,8191,8260,8352,8443,8502,8592,8650,8729,8821,8932,9053,9151,9236,9315,9413,9486,9576,9692,9804,9874,10013,10102,10239,10357,10501,10614,10760,10830,10927,11063,11136,11278,11371,11447,11546,11619,11676,11737,12047,12189,12260,12337,12415,12505,12591,12681,12770,12820,12888,12955,13044,13130,13211,13330,13416,13451,13539,13612,13720,13803,13917,13984,14045,14133,14239,14331,14419,14528,14589,14702,14804,14937,15084,15202,15394,15508,15644,15766,15888,16074,16321,16481,16748,16898,17106,17354,17616,17862,18179,18356,18621,18807,19141,19516,19946,20358,20657,21043,21419,21795,22323,23279,24010,24580,25132,25892,26627,27412,28304,29092,29725,30384,31289,31913,32818,33564,34338,34965,35444,36082,36762,37368,37864,38291,38684,39020,40092,40611,41204,41826,42380,42798,43192,43578,44069,44883,45363,45881,46265,46584,46879,47257,47899,48272,48657,49025,49253,49522,49861,50238,50528,50712,50920,51137
IN-Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,6,7,10,10,17,19,31,47,68,85,97,146,180,215,244,313,335,369,418,461,525,576,676,744,796,819,876,978,1026,1095,1105,1182,1227,1292,1346,1445,1515,1533,1586,1715,1786,1846,1929,1993,2036,2098,2161,2233,2288,2359,2392,2445,2493,2534,2588,2684,2747,2812,2843,2886,2946,3024,3087,3128,3191,3260,3299,3320,3347,3494,3538,3573,3616,3639,3689,3806,3833,3876,3915,3940,3959,4005,4033,4057,4081,4109,4133,4172,4211,4222,4297,4326,4356,4400,4437,4489,4525,4596,4650,4696,4741,4781,4847,4872,4985,5053,5104,5146,5180,5212,5276,5337,5432,5588,5650,5677,5764,5831,5919,5983,6083,6145,6223,6277,6379,6469,6526,6590,6678,6731,6791,6821,6878,6935,6994,7037,7101,7139,7222,7343,7447,7496,7570,7632,7688,7742,7840,7952,8032,8095,8171,8256,8298,8355,8438,8523,8593,8700,8744,8799,8872,8945,9024,9075,9143,9173,9206,9275,9346,9429,9485,9543,9567,9601,9648,9732,9791,9852,9902,9939,9956,10013,10095,10172,10217,10264,10292,10334,10397,10493,10566,10618,10688,10745,10772,10869,10985,11088,11161,11233,11283,11344,11419,11578,11728,11830,11971,12087,12189,12326,12528,12739,12911,13079,13220,13380,13570,13805,14023,14222,14436,14627,14804,15074,15351,15726,16017,16383,16748,16965,17487,17926,18391,18802,19434,19926,20300,20908,21301,22036,22575,23167,23588,23953,24508,25026,25519,25864,26364,26872,27152,27599,28094,28485,28722,29183,29643,30007,30537,31027,31538,31983,32448,32816,33076,33496,33850,34357,34758,35098,35347,35536,35970,36329,36602,37040,37301,37522,37686,38108,38455,38756,38879,39049
IN-Marion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,6,7,9,11,19,25,46,82,82,161,226,293,484,584,676,804,964,1117,1304,1429,1570,1760,1956,2141,2290,2415,2600,2742,2887,3012,3063,3204,3320,3518,3624,3889,4052,4176,4263,4408,4537,4727,4796,4926,5080,5295,5530,5754,5983,6176,6327,6419,6730,6914,7078,7245,7336,7510,7632,7703,7793,7995,8151,8303,8406,8541,8656,8815,8928,9040,9132,9189,9268,9371,9524,9616,9761,9853,9900,9978,10037,10095,10188,10276,10326,10358,10444,10464,10492,10577,10619,10662,10788,10834,10862,10862,10885,10904,10945,10962,10977,10996,11042,11104,11182,11236,11279,11329,11387,11434,11499,11546,11624,11682,11723,11760,11812,11920,12019,12074,12111,12192,12276,12361,12484,12609,12750,12843,12991,13094,13245,13409,13549,13700,13818,13954,14096,14270,14432,14578,14710,14863,15029,15152,15322,15503,15701,15860,15963,16088,16194,16304,16437,16539,16640,16706,16869,16944,17068,17200,17339,17424,17593,17690,17833,17976,18087,18212,18335,18466,18567,18721,18837,18956,19073,19196,19272,19307,19387,19473,19549,19654,20065,20147,20196,20249,20341,20510,20645,20699,20746,20832,20936,21067,21196,21322,21403,21502,21563,21671,21781,21950,22115,22282,22340,22440,22560,22689,22867,23038,23178,23314,23512,23611,23852,24034,24290,24410,24564,24697,24905,25151,25392,25691,25871,26055,26255,26448,26807,27107,27455,27690,27994,28276,28669,29049,29451,30001,30427,30786,31323,32031,32962,33579,34633,35416,36006,36874,37552,38327,39125,39860,40796,41330,41953,42641,43391,44186,44793,45371,46131,46886,47763,48740,49899,50887,51874,52737,53514,54204,55217,56247,57178,58091,58931,59531,60483,61376,62368,63002,63929,64549,65065,65710,66512,67300,67834,68136,68436
IA-Polk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,6,10,10,12,15,20,24,28,40,50,61,76,81,87,100,109,122,125,127,134,140,147,163,177,195,213,224,256,277,293,333,387,415,437,486,575,660,732,756,813,905,985,1176,1350,1476,1661,1778,1875,2053,2150,2194,2238,2368,2447,2551,2634,2767,2845,2922,3001,3128,3230,3381,3518,3603,3714,3774,3821,3876,3930,4056,4160,4227,4236,4342,4406,4541,4614,4679,4741,4820,4863,4906,4969,5026,5090,5151,5175,5199,5244,5312,5367,5430,5498,5532,5582,5593,5736,5769,5851,5947,6000,6037,6120,6275,6332,6464,6578,6638,6739,6827,6990,7196,7332,7538,7611,7663,7803,7988,8121,8244,8354,8465,8557,8644,8786,8906,8985,9080,9109,9126,9262,9388,9479,9609,9709,9723,9781,9874,10032,10132,10223,10309,10351,10444,10535,10612,10800,10921,10983,11036,11101,11220,11436,11546,11653,11751,11836,11955,12080,12792,13039,13179,13292,13370,13465,13547,13733,13856,13993,14072,14109,14158,14219,14332,14472,14618,14697,14746,14829,14932,14988,15133,15227,15318,15366,15404,15571,15697,15779,15872,15962,16010,16113,16204,16300,16406,16450,16484,16534,16581,16704,16814,16933,17076,17182,17240,17333,17467,17573,17754,17844,17906,17984,18087,18245,18419,18617,18758,18874,19024,19173,19440,19732,20019,20365,20776,20868,21034,21391,21980,22359,22879,23562,24306,24716,25203,25841,26801,27413,27784,28296,28710,29223,29698,30369,30796,31270,31707,32244,32695,33019,33166,33451,33642,33896,34208,34631,34873,35388,35702,35868,36015,36268,36654,36942,37132,37334,37530,37732,37812,38254,38518,38897,39284,39314,39562,39809,40049,40318,40411,40482,40537,40757
KY-Jefferson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,4,6,7,8,8,25,25,25,33,33,35,35,35,103,103,116,206,206,228,228,299,304,304,319,319,380,380,380,495,550,550,573,600,600,689,814,867,925,954,1008,1121,1121,1121,1140,1224,1281,1307,1352,1352,1403,1419,1497,1535,1578,1610,1642,1642,1691,1713,1713,1741,1772,1865,1865,1916,1959,1968,1994,2021,2050,2050,2050,2219,2253,2267,2329,2437,2437,2519,2562,2612,2760,2843,3043,3043,3104,3186,3226,3229,3278,3323,3323,3363,3363,3451,3481,3528,3561,3582,3609,3651,3682,3714,3765,3820,3829,3852,3901,3942,3991,4034,4034,4034,4173,4233,4312,4395,4458,4522,4561,4588,4661,4709,4778,4861,4962,5170,5263,5441,5519,5635,5836,6080,6135,6320,6450,6549,6687,6888,7040,7131,7206,7414,7518,7666,7823,7984,8084,8188,8279,8802,8976,9149,9350,9350,9629,9749,9901,10054,10249,10490,10490,10703,10888,11018,11167,11353,11615,11741,11851,11987,12192,12394,12617,12818,12911,12960,13004,13106,13281,13445,13579,13697,13784,13896,14020,14101,14245,14424,14504,14564,14694,14882,14990,15184,15418,15513,15608,15788,15978,16143,16308,16552,16714,16800,16980,17165,17315,17565,17724,17899,17988,18121,18386,18604,18855,19144,19360,19528,19842,20172,20441,20747,21128,21507,21841,22204,22551,22875,23280,23598,23898,24095,24490,24822,25252,25650,25967,26193,26613,26960,27438,27946,28580,29237,29580,29853,30170,30695,31411,32073,32638,33155,33598,33963,34687,34687,35935,36419,36881,37230,37901,38587,39246,39814,40383,40817,41168,41638,42348,43006,43503,44085,44530,44876,45284,45622,46109,46556,46964,47242,47617,48070,48487,48487,48487,49497,49671,49891
LA-East Baton Rouge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,18,18,43,58,75,105,124,153,164,188,228,244,325,389,621,656,816,892,935,1000,1088,1158,1223,1273,1295,1325,1389,1424,1476,1512,1534,1560,1603,1636,1697,1720,1739,1771,1787,1830,1874,1989,2054,2086,2131,2175,2224,2256,2284,2348,2374,2398,2445,2487,2898,2953,3009,3034,3056,3145,3213,3319,3370,3370,3386,3438,3462,3491,3526,3526,3591,3618,3666,3730,3773,3820,3874,3911,3949,3963,4023,4054,4088,4150,4197,4226,4284,4301,4357,4357,4357,4357,4374,4398,4514,4637,4724,4833,4833,4963,5034,5123,5350,5531,5684,5684,5874,5978,6231,6336,6468,6747,6989,7100,7300,7421,7606,7830,8044,8044,8366,8578,8700,8919,9169,9393,9393,9636,9985,10155,10345,10576,10690,10690,11169,11263,11444,11590,11736,11946,11946,12187,12244,12377,12477,12587,12716,12716,12824,12875,12942,13018,13133,13226,13226,13350,13412,13412,13450,13520,13573,13573,13727,13778,13826,13911,13990,14089,14089,14248,14253,14284,14380,14421,14507,14507,14588,14674,14681,14701,14753,14813,14813,14890,14909,14960,14983,15018,15042,15042,15111,15141,15179,15192,15224,15242,15242,15307,15317,15332,15398,15398,15446,15446,15483,15483,15512,15512,15540,15636,15636,15712,15717,15738,15846,15869,15950,15950,16021,16039,16092,16142,16172,16202,16202,16289,16314,16467,16489,16540,16626,16626,16696,16728,16793,16793,16870,17118,17118,17242,17952,18125,18329,18416,18764,18764,19031,19135,19331,19395,19395,19710,19710,19853,19868,20385,20565,20746,20941,20941,21200,21300,21419,21750,21866,22061,22061,22468,22545,22604,22865,23189,23427,23427,23698,23775,24026,24239,24434,24434,24434,24657,24734
LA-Jefferson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,12,16,35,40,62,104,166,166,252,293,359,458,548,744,761,838,1193,1433,2178,2495,3008,3088,3530,3922,4092,4480,4678,4877,4990,5088,5188,5265,5346,5476,5543,5592,5761,5802,5860,5929,5985,6007,6059,6104,6135,6173,6197,6305,6362,6388,6426,6491,6554,6588,6610,6679,6709,6755,6789,6833,6860,6897,6982,7039,7059,7095,7128,7175,7232,7232,7248,7298,7332,7394,7424,7424,7536,7584,7652,7711,7738,7763,7803,7831,7862,7885,7940,7971,8032,8091,8339,8379,8416,8468,8507,8507,8542,8647,8681,8741,8888,9003,9074,9169,9169,9342,9403,9489,9637,9712,9874,9874,10024,10097,10272,10452,10544,10812,10995,11100,11256,11450,11614,11836,12030,12030,12254,12486,12637,12812,12945,13128,13128,13448,13680,13780,13872,14026,14155,14155,14453,14533,14795,14914,15002,15103,15103,15279,15350,15452,15509,15597,15703,15703,15789,15815,15865,15905,15964,16006,16006,16131,16171,16171,16227,16269,16315,16315,16438,16461,16526,16575,16629,16678,16678,16764,16802,16825,16871,16920,16974,16974,17023,17048,17077,17123,17141,17198,17198,17274,17299,17344,17386,17432,17459,17459,17530,17540,17601,17633,17673,17683,17683,17764,17795,17845,17913,17947,17960,17960,18051,18051,18118,18118,18182,18252,18252,18344,18358,18405,18441,18491,18539,18539,18624,18645,18687,18726,18757,18785,18785,18866,18884,18934,18976,19015,19077,19077,19182,19220,19302,19302,19465,19621,19621,19769,20193,20357,20543,20680,20927,20927,21190,21281,21553,21666,21666,22389,22389,22603,22609,23160,24084,24328,24588,24588,24943,25072,25316,25767,25991,26277,26277,26686,26821,27128,27355,27741,28045,28045,28431,28613,28902,29190,29462,29462,29462,30031,30127
LA-Orleans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,26,53,66,79,136,187,231,326,418,451,567,675,827,997,1170,1298,1350,1480,1834,2270,3148,3476,3966,4066,4565,4942,5070,5242,5416,5535,5600,5651,5718,5769,5847,5906,5953,6000,6148,6169,6209,6263,6286,6297,6342,6365,6380,6420,6452,6495,6524,6538,6557,6575,6608,6626,6645,6674,6682,6693,6718,6753,6768,6787,6787,6809,6822,6869,6884,6904,6944,6944,6953,7005,7021,7045,7067,7067,7108,7127,7141,7156,7174,7192,7206,7222,7230,7237,7247,7279,7294,7319,7374,7393,7411,7428,7459,7459,7459,7491,7518,7536,7571,7610,7638,7681,7681,7760,7796,7851,7919,7960,8031,8031,8107,8143,8206,8287,8344,8476,8598,8665,8745,8846,8946,9052,9160,9160,9265,9379,9451,9586,9649,9752,9752,9898,10011,10071,10120,10204,10255,10255,10384,10426,10487,10526,10573,10637,10637,10735,10768,10805,10851,10899,10939,10939,10992,11027,11039,11064,11104,11134,11134,11191,11214,11229,11269,11279,11326,11326,11494,11514,11573,11687,11727,11816,11816,11926,11932,11975,12048,12063,12125,12125,12169,12184,12235,12260,12268,12287,12287,12343,12345,12407,12436,12514,12524,12524,12569,12599,12649,12672,12700,12738,12738,12771,12780,12837,12867,12902,12914,12914,12961,12961,13022,13057,13106,13150,13150,13207,13218,13271,13289,13324,13368,13368,13427,13434,13471,13499,13514,13536,13536,13569,13589,13623,13638,13673,13719,13719,13821,13844,14034,14034,14124,14249,14249,14394,14593,14711,14786,14874,14978,14978,15121,15174,15323,15388,15388,15716,15716,15834,15838,16077,16421,16580,16733,16733,17013,17082,17194,17374,17520,17667,17667,17949,18036,18179,18307,18498,18682,18682,18944,19030,19217,19348,19520,19520,19520,19847,19935
MD-Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,5,9,15,18,20,24,31,41,63,88,99,110,127,158,206,249,289,319,343,370,466,505,554,615,659,724,783,845,896,966,1005,1047,1098,1157,1190,1294,1373,1430,1510,1544,1571,1662,1725,1807,1885,1959,2018,2045,2085,2194,2290,2372,2463,2492,2520,2596,2661,2752,2801,2856,2893,2981,3033,3132,3207,3282,3307,3357,3394,3448,3556,3643,3743,3785,3842,3924,4009,4080,4150,4210,4236,4267,4309,4348,4421,4453,4522,4607,4623,4751,4796,4835,4862,4880,4904,4916,4946,4956,4985,5005,5042,5055,5092,5109,5134,5179,5200,5239,5261,5290,5305,5341,5391,5423,5471,5514,5562,5619,5683,5735,5813,5902,5955,6003,6062,6105,6144,6229,6343,6380,6469,6537,6599,6684,6770,6855,6958,7007,7071,7114,7200,7243,7295,7361,7416,7450,7479,7528,7564,7618,7648,7700,7734,7782,7809,7861,7922,7966,8011,8037,8091,8132,8190,8264,8300,8351,8400,8469,8536,8625,8699,8751,8820,8857,8892,8945,8986,9065,9119,9191,9302,9398,9452,9504,9559,9622,9677,9713,9759,9812,9873,9933,9969,10027,10073,10117,10186,10264,10323,10376,10429,10473,10527,10572,10655,10732,10787,10875,10915,10986,11053,11151,11222,11265,11336,11391,11433,11514,11568,11645,11724,11778,11872,11921,12040,12115,12202,12256,12361,12448,12540,12653,12795,12970,13067,13224,13335,13495,13595,13751,13948,14129,14307,14480,14660,14931,15103,15294,15471,15587,15715,15939,16114,16297,16404,16585,16742,16919,17166,17318,17627,17958,18193,18429,18646,18914,19255,19547,19866,20171,20389,20548,20730,20941,21223,21455,21674,21924,22120,22366,22710,22981,23253,23408,23634
